person_id,population_group,sex,age,years_in_germany,education_level,german_language_cefr,deskilling_penalty,annual_gross_wage_eur,monthly_remittances_eur,pension_ep_accumulated,deposit_assets_eur,investment_assets_eur,housing_real_estate_eur,total_debt_eur,financial_wealth_eur,net_wealth_eur
ID_000348,German_Native,Female,44,44.0,High (Tertiary),C1/C2,0.0,69192.63,0.0,33.88,14640.04,2311.01,0.0,0.0,16951.05,16951.05
ID_000349,German_Native,Male,60,60.0,Medium (Vocational),C1/C2,0.0,50241.77,0.0,42.33,5656.78,0.0,0.0,5801.08,5656.78,-144.3
ID_000350,German_Native,Female,48,48.0,High (Tertiary),C1/C2,0.0,63957.0,0.0,36.98,13567.09,0.0,393179.04,175830.66,13567.09,230915.47
ID_000351,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,25861.67,0.0,0.0,7842.78,0.0,0.0,2334.46,7842.78,5508.32
ID_000352,General_Refugee,Male,29,9.3,High (Tertiary),B1,0.22,29610.96,0.64,4.9,470.91,0.0,0.0,1724.86,470.91,-1253.95
ID_000353,General_Migrant,Male,50,7.5,High (Tertiary),A1/A2,0.12,33359.5,135.87,4.91,1046.12,1271.0,281359.03,79298.04,2317.12,204378.11
ID_000354,German_Native,Female,42,42.0,Medium (Vocational),C1/C2,0.0,76812.2,0.0,35.77,4243.46,66476.98,413733.77,256744.54,70720.44,227709.67
ID_000355,German_Native,Male,56,56.0,High (Tertiary),C1/C2,0.0,160000.0,0.0,74.31,11181.4,0.0,391533.47,45831.85,11181.4,356883.02
ID_000356,German_Native,Male,59,59.0,Medium (Vocational),C1/C2,0.0,62163.36,0.0,48.46,53168.58,0.0,355345.93,10215.7,53168.58,398298.81
ID_000357,German_Native,Female,54,54.0,Low,C1/C2,0.0,61788.25,0.0,47.95,13254.27,0.0,448303.24,106930.34,13254.27,354627.17
ID_000358,German_Native,Male,23,23.0,Medium (Vocational),C1/C2,0.0,40997.61,0.0,2.71,1867.26,0.0,0.0,877.18,1867.26,990.08
ID_000359,Migrant_2ndGen,Male,20,20.0,Medium (Vocational),C1/C2,0.02,64473.71,27.18,0.0,2389.66,0.0,0.0,6.86,2389.66,2382.8
ID_000360,German_Native,Female,35,35.0,Medium (Vocational),C1/C2,0.0,92499.5,0.0,30.94,7891.94,0.0,0.0,0.0,7891.94,7891.94
ID_000361,German_Native,Female,42,42.0,Medium (Vocational),C1/C2,0.0,32663.67,0.0,15.21,2947.07,1416.73,289540.14,179004.66,4363.8,114899.28
ID_000362,German_Native,Female,34,34.0,High (Tertiary),C1/C2,0.0,95955.64,0.0,28.33,29739.23,2229.32,405472.41,325988.4,31968.55,111452.56
ID_000363,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,56677.3,0.0,22.31,2085.57,0.0,0.0,332.39,2085.57,1753.18
ID_000364,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,114378.39,0.0,55.13,3031.12,0.0,168906.32,59020.42,3031.12,112917.02
ID_000365,Migrant_2ndGen,Male,22,22.0,High (Tertiary),C1/C2,0.02,39133.41,2.45,1.4,525.46,500.0,0.0,0.0,1025.46,1025.46
ID_000366,German_Native,Male,36,36.0,Medium (Vocational),C1/C2,0.0,55779.34,0.0,18.98,6623.6,0.0,0.0,0.0,6623.6,6623.6
ID_000367,Migrant_2ndGen,Male,33,33.0,Medium (Vocational),C1/C2,0.02,37104.0,8.86,8.59,977.33,0.0,0.0,0.0,977.33,977.33
ID_000368,Ukrainian_Migrant_Pre2022,Female,52,19.6,High (Tertiary),C1/C2,0.03,117274.86,172.14,41.51,20347.43,5733.12,565209.57,162235.07,26080.55,429055.05
ID_000369,German_Native,Female,55,55.0,Medium (Vocational),C1/C2,0.0,130208.3,0.0,70.49,13436.25,0.0,419909.42,85844.55,13436.25,347501.12
ID_000370,German_Native,Female,45,45.0,Medium (Vocational),C1/C2,0.0,56487.87,0.0,32.82,70188.16,0.0,241139.86,105134.92,70188.16,206193.1
ID_000371,German_Native,Female,60,60.0,High (Tertiary),C1/C2,0.0,61044.33,0.0,50.34,895.65,0.0,0.0,0.0,895.65,895.65
ID_000372,German_Native,Female,57,57.0,High (Tertiary),C1/C2,0.0,105332.81,0.0,75.76,4668.88,5009.48,0.0,24.78,9678.36,9653.58
ID_000373,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,28994.22,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0
ID_000374,General_Migrant,Female,42,10.7,Medium (Vocational),C1/C2,0.04,54254.01,74.47,17.68,942.38,0.0,148274.69,94611.18,942.38,54605.89
ID_000375,German_Native,Male,52,52.0,Medium (Vocational),C1/C2,0.0,46864.75,0.0,31.12,2132.03,0.0,456560.84,156101.09,2132.03,302591.78
ID_000376,German_Native,Female,45,45.0,Medium (Vocational),C1/C2,0.0,63272.65,0.0,36.1,2213.51,2929.65,0.0,0.0,5143.16,5143.16
ID_000377,General_Refugee,Male,30,9.9,Medium (Vocational),C1/C2,0.08,24170.09,202.22,3.7,385.07,0.0,0.0,0.0,385.07,385.07
ID_000378,German_Native,Female,25,25.0,Medium (Vocational),C1/C2,0.0,27855.38,0.0,8.91,367.15,22297.86,0.0,0.0,22665.01,22665.01
ID_000379,General_Refugee,Female,45,8.3,Medium (Vocational),B2,0.08,44528.95,262.44,6.2,378.83,0.0,0.0,2443.91,378.83,-2065.08
ID_000380,German_Native,Female,53,53.0,High (Tertiary),C1/C2,0.0,62222.55,0.0,42.14,4654.83,0.0,412772.57,118931.79,4654.83,298495.61
ID_000381,German_Native,Male,57,57.0,High (Tertiary),C1/C2,0.0,132459.66,0.0,65.36,13536.97,0.0,0.0,16.46,13536.97,13520.51
ID_000382,General_Migrant,Female,37,25.6,Medium (Vocational),C1/C2,0.04,56652.08,354.4,20.74,2134.46,0.0,0.0,1475.01,2134.46,659.45
ID_000383,German_Native,Male,21,21.0,High (Tertiary),C1/C2,0.0,44829.58,0.0,0.0,1168.06,0.0,0.0,0.0,1168.06,1168.06
ID_000384,Ukrainian_Refugee_2022plus,Female,48,3.6,Medium (Vocational),B1,0.1,34410.61,89.74,1.99,2813.04,0.0,0.0,1553.4,2813.04,1259.64
ID_000385,General_Migrant,Female,59,3.4,High (Tertiary),B2,0.04,64227.82,4.33,3.52,108.72,0.0,0.0,497.58,108.72,-388.86
ID_000386,General_Migrant,Female,40,16.6,High (Tertiary),B2,0.04,57957.58,16.33,20.1,589.12,4357.29,0.0,0.0,4946.41,4946.41
ID_000387,German_Native,Male,28,28.0,Low,C1/C2,0.0,40904.49,0.0,6.71,3612.96,0.0,0.0,0.0,3612.96,3612.96
ID_000388,German_Native,Male,26,26.0,Low,C1/C2,0.0,41196.84,0.0,4.66,4688.69,0.0,0.0,0.0,4688.69,4688.69
ID_000389,General_Migrant,Male,57,34.2,Medium (Vocational),B1,0.04,66959.25,38.42,45.6,105572.81,0.0,502004.93,57839.82,105572.81,549737.92
ID_000390,General_Migrant,Male,31,11.7,Low,C1/C2,0.04,42704.63,94.4,7.72,674.6,0.0,0.0,0.0,674.6,674.6
ID_000391,Migrant_2ndGen,Male,42,42.0,Medium (Vocational),C1/C2,0.02,70754.61,30.88,26.28,10899.28,0.0,0.0,0.0,10899.28,10899.28
ID_000392,German_Native,Female,69,69.0,High (Tertiary),C1/C2,0.0,0.0,0.0,45.1,4621.33,0.0,368794.59,0.0,4621.33,373415.92
ID_000393,German_Native,Male,44,44.0,Medium (Vocational),C1/C2,0.0,70269.22,0.0,33.43,4323.5,0.0,0.0,0.0,4323.5,4323.5
ID_000394,General_Migrant,Female,35,11.7,High (Tertiary),B2,0.04,66761.79,84.74,15.72,3504.35,0.0,0.0,0.0,3504.35,3504.35
ID_000395,German_Native,Female,47,47.0,High (Tertiary),C1/C2,0.0,96815.07,0.0,55.37,3092.96,0.0,440901.04,192451.4,3092.96,251542.6
ID_000396,Migrant_2ndGen,Male,27,27.0,Medium (Vocational),C1/C2,0.02,43673.92,46.83,5.94,948.01,1395.48,0.0,0.0,2343.49,2343.49
ID_000397,General_Refugee,Male,31,11.3,Medium (Vocational),B2,0.08,37454.6,104.41,7.01,987.66,0.0,0.0,0.0,987.66,987.66
ID_000398,German_Native,Male,48,48.0,Medium (Vocational),C1/C2,0.0,46338.04,0.0,23.61,28107.8,7511.25,536356.72,273436.04,35619.05,298539.73
ID_000399,General_Migrant,Male,31,9.8,Medium (Vocational),B2,0.04,28682.2,4.79,4.44,830.82,0.0,0.0,2771.85,830.82,-1941.03
ID_000400,General_Migrant,Male,35,23.4,Medium (Vocational),B2,0.04,75145.71,19.12,21.26,1698.41,8286.13,0.0,1036.28,9984.54,8948.26
ID_000401,German_Native,Male,55,55.0,Medium (Vocational),C1/C2,0.0,63405.49,0.0,45.1,1532.57,0.0,0.0,0.0,1532.57,1532.57
ID_000402,Ukrainian_Migrant_Pre2022,Female,43,8.8,Medium (Vocational),B2,0.03,28476.76,78.05,4.93,165.72,0.0,0.0,0.0,165.72,165.72
ID_000403,German_Native,Male,55,55.0,High (Tertiary),C1/C2,0.0,79814.5,0.0,51.7,5258.5,57158.88,429317.26,91656.19,62417.38,400078.45
ID_000404,General_Refugee,Male,40,9.6,Low,B1,0.08,36539.13,134.16,7.27,63503.42,0.0,0.0,0.0,63503.42,63503.42
ID_000405,German_Native,Female,34,34.0,Medium (Vocational),C1/C2,0.0,45463.94,0.0,16.92,3169.21,0.0,0.0,0.0,3169.21,3169.21
ID_000406,Ukrainian_Refugee_2022plus,Female,39,3.0,Medium (Vocational),B1,0.1,28892.49,96.3,1.07,585.91,0.0,0.0,5984.64,585.91,-5398.73
ID_000407,German_Native,Female,62,62.0,Medium (Vocational),C1/C2,0.0,128361.23,0.0,84.7,9855.26,0.0,0.0,0.0,9855.26,9855.26
ID_000408,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,41381.58,0.0,0.0,584.69,604.47,287938.82,434084.31,1189.16,-144956.33
ID_000409,Ukrainian_Migrant_Pre2022,Female,48,14.0,High (Tertiary),C1/C2,0.03,75260.54,5.55,26.53,1519.67,0.0,385205.17,185054.2,1519.67,201670.64
ID_000410,German_Native,Female,40,40.0,Low,C1/C2,0.0,58223.88,0.0,30.62,1623.96,0.0,0.0,0.0,1623.96,1623.96
ID_000411,German_Native,Female,61,61.0,Medium (Vocational),C1/C2,0.0,36624.08,0.0,29.27,44332.45,0.0,327008.15,0.0,44332.45,371340.6
ID_000412,Migrant_2ndGen,Male,24,24.0,High (Tertiary),C1/C2,0.02,38196.28,29.37,3.37,1869.71,0.0,0.0,3215.95,1869.71,-1346.24
ID_000413,Migrant_2ndGen,Female,29,29.0,High (Tertiary),C1/C2,0.02,45007.06,10.11,10.76,3055.73,0.0,0.0,3302.72,3055.73,-246.99
ID_000414,German_Native,Male,63,63.0,Medium (Vocational),C1/C2,0.0,68315.48,0.0,50.91,28547.92,0.0,562761.57,0.0,28547.92,591309.49
ID_000415,German_Native,Female,50,50.0,Medium (Vocational),C1/C2,0.0,60837.59,0.0,40.96,2250.31,0.0,675246.36,206126.07,2250.31,471370.6
ID_000416,German_Native,Female,39,39.0,Medium (Vocational),C1/C2,0.0,86282.45,0.0,34.1,3072.61,0.0,0.0,0.0,3072.61,3072.61
ID_000417,German_Native,Female,61,61.0,Low,C1/C2,0.0,44910.54,0.0,31.12,829.58,0.0,0.0,0.0,829.58,829.58
ID_000418,German_Native,Female,70,70.0,High (Tertiary),C1/C2,0.0,0.0,0.0,43.16,3370.69,24892.41,0.0,1744.47,28263.1,26518.63
ID_000419,General_Migrant,Female,30,17.9,Low,B1,0.04,50870.77,2.08,9.07,201.47,0.0,0.0,0.0,201.47,201.47
ID_000420,General_Migrant,Female,40,13.2,Medium (Vocational),B2,0.04,100721.58,146.96,29.34,1021.08,0.0,0.0,0.0,1021.08,1021.08
ID_000421,General_Migrant,Female,51,26.2,Medium (Vocational),B2,0.04,75334.7,61.58,45.13,3285.36,0.0,0.0,228.49,3285.36,3056.87
ID_000422,General_Migrant,Female,28,15.2,High (Tertiary),C1/C2,0.04,51968.27,60.15,8.19,1380.94,0.0,0.0,1441.61,1380.94,-60.67
ID_000423,German_Native,Male,69,69.0,High (Tertiary),C1/C2,0.0,0.0,0.0,42.71,29741.94,13734.11,0.0,0.0,43476.05,43476.05
ID_000424,German_Native,Female,49,49.0,Low,C1/C2,0.0,33503.28,0.0,20.1,617.33,1524.15,0.0,0.0,2141.48,2141.48
ID_000425,German_Native,Female,33,33.0,Low,C1/C2,0.0,33776.57,0.0,7.28,1041.25,0.0,0.0,0.0,1041.25,1041.25
ID_000426,German_Native,Female,63,63.0,Low,C1/C2,0.0,31572.96,0.0,30.47,23307.75,0.0,548785.63,0.0,23307.75,572093.38
ID_000427,German_Native,Male,48,48.0,Medium (Vocational),C1/C2,0.0,63234.12,0.0,35.01,4631.61,0.0,440607.46,204388.07,4631.61,240851.0
ID_000428,Ukrainian_Refugee_2022plus,Female,47,2.0,High (Tertiary),C1/C2,0.1,38296.57,93.56,0.82,1289.98,0.0,0.0,0.0,1289.98,1289.98
ID_000429,German_Native,Female,34,34.0,Medium (Vocational),C1/C2,0.0,67009.7,0.0,16.98,930.58,0.0,0.0,2940.24,930.58,-2009.66
ID_000430,German_Native,Male,30,30.0,High (Tertiary),C1/C2,0.0,46242.27,0.0,9.09,9722.56,874.28,0.0,0.0,10596.84,10596.84
ID_000431,German_Native,Female,53,53.0,High (Tertiary),C1/C2,0.0,39055.91,0.0,29.26,3326.47,19957.23,377097.22,103334.3,23283.7,297046.62
ID_000432,General_Migrant,Male,25,15.6,Low,B1,0.04,29526.19,338.32,3.11,2621.04,861.56,0.0,0.0,3482.6,3482.6
ID_000433,German_Native,Male,51,51.0,Medium (Vocational),C1/C2,0.0,19392.27,0.0,12.26,2300.1,99298.75,606687.91,209685.31,101598.85,498601.45
ID_000434,German_Native,Female,41,41.0,Medium (Vocational),C1/C2,0.0,70941.75,0.0,30.86,5942.29,0.0,276167.28,215906.69,5942.29,66202.88
ID_000435,German_Native,Female,48,48.0,High (Tertiary),C1/C2,0.0,51763.88,0.0,30.81,143285.24,0.0,0.0,0.0,143285.24,143285.24
ID_000436,General_Migrant,Female,62,17.0,High (Tertiary),B1,0.12,37899.84,16.18,15.45,2994.58,0.0,0.0,1365.04,2994.58,1629.54
ID_000437,German_Native,Male,39,39.0,High (Tertiary),C1/C2,0.0,56294.63,0.0,21.24,16267.62,0.0,0.0,0.0,16267.62,16267.62
ID_000438,General_Refugee,Male,39,8.4,High (Tertiary),B1,0.22,34073.6,38.96,5.45,786.68,0.0,0.0,2096.78,786.68,-1310.1
ID_000439,General_Migrant,Female,46,24.3,Medium (Vocational),B2,0.04,53562.29,54.82,24.45,6957.28,6273.53,0.0,0.0,13230.81,13230.81
ID_000440,German_Native,Female,52,52.0,High (Tertiary),C1/C2,0.0,43586.36,0.0,33.73,5241.95,0.0,0.0,8190.28,5241.95,-2948.33
ID_000441,German_Native,Female,67,67.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,44.94,34163.96,0.0,153438.49,0.0,34163.96,187602.45
ID_000442,Migrant_2ndGen,Female,18,18.0,Medium (Vocational),C1/C2,0.02,29115.39,20.06,0.0,156.73,0.0,0.0,0.0,156.73,156.73
ID_000443,German_Native,Female,20,20.0,High (Tertiary),C1/C2,0.0,26256.28,0.0,0.0,4171.03,0.0,0.0,434.36,4171.03,3736.67
ID_000444,German_Native,Male,56,56.0,Medium (Vocational),C1/C2,0.0,75317.11,0.0,59.43,2761.21,21527.5,0.0,5924.0,24288.71,18364.71
ID_000445,General_Refugee,Female,40,11.2,Low,A1/A2,0.08,32402.71,34.92,6.55,2858.87,17029.4,0.0,0.0,19888.27,19888.27
ID_000446,Migrant_2ndGen,Female,52,52.0,Medium (Vocational),C1/C2,0.02,25777.5,13.33,16.82,31789.39,0.0,0.0,0.0,31789.39,31789.39
ID_000447,Migrant_2ndGen,Male,46,46.0,Medium (Vocational),C1/C2,0.02,62548.34,42.69,35.03,756.26,4140.97,0.0,0.0,4897.23,4897.23
ID_000448,General_Migrant,Male,57,21.4,Medium (Vocational),B1,0.04,66045.48,6.83,28.47,7446.57,0.0,0.0,1608.01,7446.57,5838.56
ID_000449,German_Native,Male,66,66.0,Medium (Vocational),C1/C2,0.0,52407.28,0.0,51.74,6149.48,194417.91,0.0,0.0,200567.39,200567.39
ID_000450,German_Native,Male,71,71.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,46.67,6579.55,0.0,449502.19,0.0,6579.55,456081.74
ID_000451,General_Migrant,Male,51,24.1,High (Tertiary),B2,0.04,57405.04,57.01,28.84,8970.37,0.0,480184.78,172249.15,8970.37,316906.0
ID_000452,German_Native,Female,69,69.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,47.06,10365.7,0.0,310351.89,0.0,10365.7,320717.59
ID_000453,German_Native,Female,32,32.0,Medium (Vocational),C1/C2,0.0,59532.36,0.0,14.81,3002.44,27029.53,0.0,0.0,30031.97,30031.97
ID_000454,Ukrainian_Migrant_Pre2022,Female,31,15.0,Medium (Vocational),C1/C2,0.03,87031.9,88.15,22.36,1970.23,0.0,0.0,0.0,1970.23,1970.23
ID_000455,German_Native,Male,18,18.0,Medium (Vocational),C1/C2,0.0,23002.13,0.0,0.0,437.64,0.0,0.0,0.0,437.64,437.64
ID_000456,German_Native,Male,24,24.0,Medium (Vocational),C1/C2,0.0,56726.51,0.0,4.67,1652.03,1237.02,0.0,0.0,2889.05,2889.05
ID_000457,German_Native,Female,47,47.0,High (Tertiary),C1/C2,0.0,45695.16,0.0,29.95,9807.2,0.0,0.0,0.0,9807.2,9807.2
ID_000458,German_Native,Female,49,49.0,Medium (Vocational),C1/C2,0.0,126717.23,0.0,63.25,19575.56,7456.22,0.0,0.0,27031.78,27031.78
ID_000459,German_Native,Male,64,64.0,Medium (Vocational),C1/C2,0.0,68576.47,0.0,51.93,3674.44,32188.66,238592.63,0.0,35863.1,274455.73
ID_000460,German_Native,Male,72,72.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,48.13,4816.45,0.0,406012.03,0.0,4816.45,410828.48
ID_000461,German_Native,Female,46,46.0,Medium (Vocational),C1/C2,0.0,51210.57,0.0,22.28,32999.69,0.0,403154.97,163750.3,32999.69,272404.36
ID_000462,German_Native,Male,47,47.0,High (Tertiary),C1/C2,0.0,80142.04,0.0,40.18,634.32,0.0,296473.69,162193.33,634.32,134914.68
ID_000463,General_Migrant,Male,39,27.4,Medium (Vocational),B2,0.04,80571.12,86.92,30.42,251.14,0.0,0.0,0.0,251.14,251.14
ID_000464,German_Native,Male,18,18.0,Low,C1/C2,0.0,22846.7,0.0,0.0,5364.99,1108.43,0.0,2668.53,6473.42,3804.89
ID_000465,Migrant_2ndGen,Male,32,32.0,Medium (Vocational),C1/C2,0.02,44731.49,3.73,10.06,1545.37,3899.99,0.0,0.0,5445.36,5445.36
ID_000466,German_Native,Female,36,36.0,Medium (Vocational),C1/C2,0.0,75486.25,0.0,25.64,1051.87,0.0,0.0,0.0,1051.87,1051.87
ID_000467,German_Native,Female,47,47.0,High (Tertiary),C1/C2,0.0,119982.31,0.0,60.31,3650.95,31949.98,0.0,0.0,35600.93,35600.93
ID_000468,General_Refugee,Male,34,10.7,Low,B2,0.08,42657.82,327.19,8.21,3721.08,0.0,0.0,0.0,3721.08,3721.08
ID_000469,German_Native,Male,56,56.0,High (Tertiary),C1/C2,0.0,72939.44,0.0,44.3,5996.86,80884.86,370074.67,48965.08,86881.72,407991.31
ID_000470,Migrant_2ndGen,Male,39,39.0,Low,C1/C2,0.02,66260.44,6.19,23.61,1283.09,0.0,0.0,0.0,1283.09,1283.09
ID_000471,German_Native,Female,32,32.0,High (Tertiary),C1/C2,0.0,68985.09,0.0,17.64,8401.82,5229.62,0.0,187.58,13631.44,13443.86
ID_000472,Migrant_2ndGen,Female,19,19.0,Medium (Vocational),C1/C2,0.02,39231.08,122.3,0.0,164.23,0.0,0.0,0.0,164.23,164.23
ID_000473,German_Native,Male,57,57.0,Medium (Vocational),C1/C2,0.0,42446.21,0.0,31.13,6940.6,0.0,0.0,0.0,6940.6,6940.6
ID_000474,Ukrainian_Refugee_2022plus,Female,35,3.0,High (Tertiary),B1,0.28,38346.66,18.41,2.08,3100.37,0.0,0.0,0.0,3100.37,3100.37
ID_000475,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,17544.68,0.0,0.0,100.0,882.43,0.0,0.0,982.43,982.43
ID_000476,Migrant_2ndGen,Female,34,34.0,Low,C1/C2,0.02,52520.7,14.09,13.8,2082.98,1653.37,0.0,0.0,3736.35,3736.35
ID_000477,German_Native,Male,47,47.0,Medium (Vocational),C1/C2,0.0,42838.89,0.0,20.61,6847.43,0.0,0.0,0.0,6847.43,6847.43
ID_000478,German_Native,Female,65,65.0,Medium (Vocational),C1/C2,0.0,37828.4,0.0,28.72,2693.78,0.0,344647.96,0.0,2693.78,347341.74
ID_000479,Migrant_2ndGen,Male,26,26.0,Medium (Vocational),C1/C2,0.02,49371.14,17.73,6.42,5249.36,0.0,545806.68,660680.59,5249.36,-109624.55
ID_000480,German_Native,Male,31,31.0,Medium (Vocational),C1/C2,0.0,59606.78,0.0,12.29,1847.17,0.0,0.0,0.0,1847.17,1847.17
ID_000481,German_Native,Female,48,48.0,Medium (Vocational),C1/C2,0.0,82306.84,0.0,49.34,847.07,0.0,267782.09,123951.96,847.07,144677.2
ID_000482,General_Migrant,Male,33,8.0,Medium (Vocational),C1/C2,0.04,28340.48,167.51,4.12,11287.44,0.0,0.0,0.0,11287.44,11287.44
ID_000483,German_Native,Male,51,51.0,High (Tertiary),C1/C2,0.0,73154.87,0.0,42.7,41806.89,0.0,192181.1,66052.92,41806.89,167935.07
ID_000484,German_Native,Male,60,60.0,Medium (Vocational),C1/C2,0.0,71377.41,0.0,52.81,37601.08,5396.3,0.0,0.0,42997.38,42997.38
ID_000485,German_Native,Female,72,72.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,43.52,10816.95,2915.39,221346.86,0.0,13732.34,235079.2
ID_000486,Ukrainian_Migrant_Pre2022,Male,31,12.1,Medium (Vocational),C1/C2,0.03,84551.08,22.83,17.9,787.66,0.0,0.0,0.0,787.66,787.66
ID_000487,German_Native,Female,49,49.0,High (Tertiary),C1/C2,0.0,48474.54,0.0,25.12,21295.51,15921.76,0.0,525.79,37217.27,36691.48
ID_000488,German_Native,Female,34,34.0,Medium (Vocational),C1/C2,0.0,34253.25,0.0,11.13,18841.45,0.0,0.0,0.0,18841.45,18841.45
ID_000489,Migrant_2ndGen,Male,18,18.0,High (Tertiary),C1/C2,0.02,30989.31,43.02,0.0,181.79,0.0,0.0,0.0,181.79,181.79
ID_000490,Ukrainian_Refugee_2022plus,Female,51,2.3,High (Tertiary),A1/A2,0.28,26180.61,72.98,0.9,279.39,0.0,0.0,0.0,279.39,279.39
ID_000491,German_Native,Female,61,61.0,High (Tertiary),C1/C2,0.0,63198.45,0.0,47.04,8338.2,56926.11,440070.73,0.0,65264.31,505335.04
ID_000492,German_Native,Male,47,47.0,Medium (Vocational),C1/C2,0.0,46160.66,0.0,21.03,8759.54,0.0,371932.13,157444.91,8759.54,223246.76
ID_000493,German_Native,Female,41,41.0,Medium (Vocational),C1/C2,0.0,31488.87,0.0,12.69,1229.43,0.0,460292.75,280064.55,1229.43,181457.63
ID_000494,German_Native,Female,44,44.0,Medium (Vocational),C1/C2,0.0,40254.12,0.0,21.95,3705.61,0.0,0.0,0.0,3705.61,3705.61
ID_000495,German_Native,Female,48,48.0,Medium (Vocational),C1/C2,0.0,70117.66,0.0,39.6,6184.08,1489.64,367262.32,167953.37,7673.72,206982.67
ID_000496,German_Native,Male,44,44.0,High (Tertiary),C1/C2,0.0,80624.05,0.0,41.31,11098.27,43580.52,0.0,0.0,54678.79,54678.79
ID_000497,German_Native,Female,61,61.0,Medium (Vocational),C1/C2,0.0,64823.72,0.0,55.61,4355.29,0.0,393612.62,0.0,4355.29,397967.91
ID_000498,German_Native,Female,63,63.0,Medium (Vocational),C1/C2,0.0,60602.49,0.0,45.93,17674.55,3210.79,290207.97,0.0,20885.34,311093.31
ID_000499,Migrant_2ndGen,Female,34,34.0,High (Tertiary),C1/C2,0.02,46683.0,21.43,12.28,6867.88,0.0,0.0,604.19,6867.88,6263.69
ID_000500,Migrant_2ndGen,Male,46,46.0,High (Tertiary),C1/C2,0.02,76632.39,14.45,34.59,18724.7,0.0,0.0,0.0,18724.7,18724.7
ID_000501,General_Migrant,Female,31,7.4,High (Tertiary),C1/C2,0.04,29037.68,51.86,3.4,2905.48,0.0,0.0,0.0,2905.48,2905.48
ID_000502,German_Native,Female,69,69.0,Medium (Vocational),C1/C2,0.0,0.0,0.0,48.02,28779.24,0.0,489601.84,0.0,28779.24,518381.08
ID_000503,German_Native,Male,58,58.0,Low,C1/C2,0.0,69837.93,0.0,50.17,12821.38,0.0,0.0,0.0,12821.38,12821.38
ID_000504,General_Refugee,Male,20,10.3,Medium (Vocational),B1,0.08,50233.07,105.7,0.0,1779.37,0.0,0.0,0.0,1779.37,1779.37
ID_000505,General_Migrant,Female,37,34.7,High (Tertiary),B2,0.04,71503.15,15.56,24.99,7101.88,0.0,0.0,0.0,7101.88,7101.88
ID_000506,German_Native,Female,45,45.0,Medium (Vocational),C1/C2,0.0,77755.37,0.0,41.58,661.56,0.0,0.0,0.0,661.56,661.56
ID_000507,Ukrainian_Migrant_Pre2022,Male,54,12.0,Medium (Vocational),B2,0.03,25664.62,103.63,5.85,7891.12,0.0,0.0,1523.0,7891.12,6368.12
ID_000508,General_Refugee,Male,37,9.8,Low,B2,0.08,36748.54,15.87,6.74,7014.22,8992.6,0.0,0.0,16006.82,16006.82
ID_000509,Migrant_2ndGen,Male,32,32.0,High (Tertiary),C1/C2,0.02,83386.9,30.0,19.34,1584.19,0.0,0.0,2991.03,1584.19,-1406.84
ID_000510,General_Migrant,Female,35,22.1,Medium (Vocational),B1,0.04,75541.35,6.62,29.03,1190.47,0.0,0.0,0.0,1190.47,1190.47
ID_000511,German_Native,Male,38,38.0,High (Tertiary),C1/C2,0.0,103652.67,0.0,31.58,3881.9,8521.0,0.0,0.0,12402.9,12402.9
ID_000512,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,55038.13,0.0,36.44,1734.63,2539.05,0.0,0.0,4273.68,4273.68
ID_000513,Migrant_2ndGen,Female,22,22.0,High (Tertiary),C1/C2,0.02,47001.46,29.22,7.97,5709.01,0.0,0.0,3366.12,5709.01,2342.89
ID_000514,General_Refugee,Male,54,9.3,High (Tertiary),B2,0.08,55796.82,13.73,11.09,7215.55,0.0,0.0,0.0,7215.55,7215.55
ID_000515,German_Native,Male,50,50.0,Medium (Vocational),C1/C2,0.0,48572.33,0.0,26.14,2976.25,11885.55,291823.87,82865.53,14861.8,223820.14
ID_000516,German_Native,Female,18,18.0,Medium (Vocational),C1/C2,0.0,32560.6,0.0,0.0,412.14,0.0,0.0,0.0,412.14,412.14
ID_000517,German_Native,Male,55,55.0,Low,C1/C2,0.0,73935.21,0.0,46.97,3342.01,52295.48,0.0,0.0,55637.49,55637.49
ID_000518,General_Refugee,Female,24,8.7,Low,B1,0.08,18333.35,326.94,1.45,1761.4,0.0,0.0,0.0,1761.4,1761.4
ID_000519,Migrant_2ndGen,Male,35,35.0,Medium (Vocational),C1/C2,0.02,37170.21,2.92,11.91,5417.13,0.0,0.0,4005.03,5417.13,1412.1
ID_000520,German_Native,Female,30,30.0,Medium (Vocational),C1/C2,0.0,34224.25,0.0,11.62,2719.82,0.0,0.0,3157.06,2719.82,-437.24
